product_id,product_name,brand,category,department,sub_department,base_price,unit_of_measure,is_perishable,supplier_id
278,reinvent visionary methodologies,White,Electronics - Audio,Electronics,Audio,457.38,each,False,51
279,synergize cutting-edge e-tailers,"Perez,",Home - Dining,Home,Dining,162.15,set,False,49
280,embrace plug-and-play initiatives,"Taylor,",Beauty - Bath & Body,Beauty,Bath & Body,325.05,ml,False,34
281,engage revolutionary infrastructures,Snyder-Cruz,Toys - Outdoor,Toys,Outdoor,441.63,set,False,13
282,target extensible methodologies,Perez-Russell,Beauty - Hair Care,Beauty,Hair Care,457.33,ml,False,41
283,iterate cutting-edge solutions,Jacobson,Sporting Goods - Fitness,Sporting Goods,Fitness,282.13,each,False,95
284,innovate out-of-the-box ROI,Lutz,Clothing - Men,Clothing,Men,131.86,each,False,38
285,innovate sticky interfaces,Mills-Rhodes,Clothing - Women,Clothing,Women,166.26,each,False,73
286,embrace B2B interfaces,Neal-Madden,Home - Living Room,Home,Living Room,276.21,set,False,33
287,extend frictionless partnerships,Hester-Morgan,Beauty - Fragrance,Beauty,Fragrance,231.48,each,False,46
288,expedite wireless initiatives,Massey,Clothing - Women,Clothing,Women,360.71,each,False,24
289,synthesize efficient applications,"Nelson,",Health - Vitamins,Health,Vitamins,262.91,count,False,86
290,strategize synergistic info-mediaries,"Morrison,",Grocery - Dairy,Grocery,Dairy,207.36,lb,True,9
291,empower B2B bandwidth,Martinez,Clothing - Men,Clothing,Men,110.91,each,False,48
292,synthesize bleeding-edge functionalities,Johnson,Grocery - Frozen,Grocery,Frozen,319.58,gal,False,85
293,streamline innovative models,"Johnson,",Beauty - Makeup,Beauty,Makeup,5.28,each,False,53
294,harness B2C content,"Hanson,",Grocery - Dairy,Grocery,Dairy,265.64,count,True,69
295,mesh rich bandwidth,Carter,Garden - Plants,Garden,Plants,252.09,gal,False,87
296,synthesize back-end users,Pacheco-Fernandez,Sporting Goods - Camping,Sporting Goods,Camping,55.28,each,False,68
297,utilize robust e-commerce,Reyes,Clothing - Women,Clothing,Women,97.57,each,False,46
298,iterate enterprise systems,Johnson-Thompson,Garden - Grills,Garden,Grills,41.34,lb,False,59
299,repurpose seamless communities,Jordan-Edwards,Automotive - Accessories,Automotive,Accessories,495.13,each,False,39
300,synergize holistic initiatives,"Leonard,",Electronics - Computers,Electronics,Computers,48.55,each,False,49
301,maximize collaborative info-mediaries,"Dickerson,",Health - Personal Care,Health,Personal Care,29.94,count,False,90
302,synthesize enterprise e-business,"Gomez,",Clothing - Men,Clothing,Men,250.92,each,False,83
303,utilize revolutionary channels,Bailey-Harmon,Toys - Outdoor,Toys,Outdoor,488.7,each,False,68
304,utilize cross-platform architectures,Patterson,Grocery - Produce,Grocery,Produce,107.28,gal,True,35
305,deploy cross-media markets,"Sanchez,",Grocery - Dairy,Grocery,Dairy,342.84,count,True,70
306,evolve innovative content,Morgan,Automotive - Parts,Automotive,Parts,91.31,qt,False,3
307,incubate world-class paradigms,Barrett-Henderson,Home - Dining,Home,Dining,73.8,set,False,10
308,deliver next-generation niches,Dominguez,Garden - Tools,Garden,Tools,282.84,gal,False,50
309,utilize turn-key architectures,"Myers,",Health - First Aid,Health,First Aid,193.15,each,False,18
310,transform best-of-breed supply-chains,Shaw-Hubbard,Electronics - Gaming,Electronics,Gaming,373.23,each,False,7
311,facilitate frictionless e-business,Cox-Graham,Electronics - Audio,Electronics,Audio,117.6,each,False,44
312,synthesize intuitive users,Mitchell,Automotive - Electronics,Automotive,Electronics,477.51,qt,False,100
313,monetize wireless e-services,"Newton,",Toys - Action Figures,Toys,Action Figures,317.78,set,False,63
314,transform cross-platform niches,Knight,Home - Bedroom,Home,Bedroom,277.4,set,False,56
315,syndicate cutting-edge e-tailers,Flynn-Pearson,Clothing - Accessories,Clothing,Accessories,331.0,each,False,99
316,monetize seamless e-commerce,"Fernandez,",Automotive - Oil & Fluids,Automotive,Oil & Fluids,399.42,oz,False,10
317,re-intermediate ubiquitous web services,"White,",Electronics - Phones,Electronics,Phones,78.79,each,False,95
318,cultivate viral networks,Lewis-Hayden,Sporting Goods - Team Sports,Sporting Goods,Team Sports,181.62,each,False,1
319,extend plug-and-play niches,"Patel,",Garden - Grills,Garden,Grills,181.23,lb,False,14
320,brand leading-edge deliverables,Diaz,Clothing - Men,Clothing,Men,95.31,each,False,72
321,incentivize B2C methodologies,Richard-Jenkins,Health - Wellness,Health,Wellness,205.2,count,False,12
322,cultivate innovative functionalities,Singleton,Toys - Outdoor,Toys,Outdoor,48.34,set,False,50
323,transition front-end experiences,Scott,Grocery - Bakery,Grocery,Bakery,208.07,oz,True,93
324,incentivize wireless action-items,Hernandez,Health - Medicine,Health,Medicine,286.83,count,False,88
325,incentivize extensible bandwidth,Castro-Graham,Sporting Goods - Camping,Sporting Goods,Camping,71.13,set,False,35
326,visualize robust solutions,Nelson,Beauty - Skincare,Beauty,Skincare,33.5,ml,False,36
327,morph efficient web services,"Thompson,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,243.14,each,False,47
328,synthesize vertical markets,Edwards,Garden - Tools,Garden,Tools,361.0,lb,False,77
329,cultivate innovative e-markets,Powers-Blackwell,Automotive - Accessories,Automotive,Accessories,230.01,each,False,39
330,strategize global action-items,Duncan,Grocery - Meat,Grocery,Meat,167.43,gal,True,43
331,re-contextualize 24/7 deliverables,"Calderon,",Beauty - Hair Care,Beauty,Hair Care,216.44,each,False,77
332,morph rich infrastructures,Greene,Clothing - Children,Clothing,Children,161.68,each,False,62
333,facilitate integrated action-items,Robinson-Rodriguez,Toys - Puzzles,Toys,Puzzles,482.35,set,False,38
334,architect efficient systems,King-Lawrence,Beauty - Bath & Body,Beauty,Bath & Body,391.41,ml,False,49
335,synthesize out-of-the-box initiatives,Gardner-Wells,Garden - Grills,Garden,Grills,183.77,gal,False,26
336,incentivize efficient eyeballs,Alvarez-Richardson,Automotive - Electronics,Automotive,Electronics,91.59,oz,False,4
337,monetize vertical experiences,"Johnson,",Beauty - Skincare,Beauty,Skincare,220.34,ml,False,89
338,streamline web-enabled portals,"Cruz,",Electronics - Audio,Electronics,Audio,337.13,each,False,82
339,productize 24/7 users,Mathews,Garden - Tools,Garden,Tools,127.83,each,False,92
340,implement impactful portals,Davis-Carson,Sporting Goods - Water Sports,Sporting Goods,Water Sports,38.82,pair,False,62
341,incentivize seamless e-tailers,Moon,Automotive - Tools,Automotive,Tools,268.1,oz,False,54
342,harness transparent paradigms,Delacruz-Morrow,Health - Vitamins,Health,Vitamins,395.77,oz,False,90
343,synthesize collaborative e-markets,Love-Mcdowell,Health - Wellness,Health,Wellness,319.8,count,False,14
344,transition mission-critical communities,"Green,",Home - Bedroom,Home,Bedroom,84.83,each,False,73
345,drive world-class bandwidth,"Johnson,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,482.92,set,False,14
346,whiteboard visionary experiences,Smith,Grocery - Dairy,Grocery,Dairy,130.84,lb,True,58
347,whiteboard extensible vortals,"Miller,",Toys - Educational,Toys,Educational,232.6,each,False,45
348,revolutionize end-to-end metrics,"Jenkins,",Grocery - Meat,Grocery,Meat,54.06,gal,True,11
349,cultivate global portals,Mcdaniel,Electronics - TVs,Electronics,TVs,175.46,each,False,59
350,exploit front-end solutions,Perry,Home - Dining,Home,Dining,242.49,set,False,13
351,strategize enterprise networks,Smith,Beauty - Fragrance,Beauty,Fragrance,160.81,ml,False,6
352,re-contextualize bleeding-edge infrastructures,Gonzalez-Haynes,Electronics - Computers,Electronics,Computers,424.88,each,False,87
353,leverage scalable interfaces,"Patterson,",Clothing - Women,Clothing,Women,258.95,each,False,43
354,disintermediate frictionless networks,Smith,Health - Personal Care,Health,Personal Care,479.3,count,False,52
355,brand ubiquitous methodologies,Wilson-Reeves,Clothing - Women,Clothing,Women,320.95,each,False,51
356,aggregate real-time technologies,"Snyder,",Grocery - Frozen,Grocery,Frozen,441.77,gal,False,76
357,expedite killer technologies,"Byrd,",Sporting Goods - Water Sports,Sporting Goods,Water Sports,4.21,each,False,27
358,orchestrate proactive technologies,Young-Hayes,Garden - Plants,Garden,Plants,289.51,gal,False,24
359,incentivize out-of-the-box applications,"Holland,",Toys - Dolls,Toys,Dolls,100.13,each,False,34
360,cultivate world-class interfaces,"Lewis,",Beauty - Bath & Body,Beauty,Bath & Body,483.02,ml,False,77
361,expedite dot-com partnerships,Hawkins,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,197.48,each,False,45
362,facilitate web-enabled info-mediaries,Barajas-Crosby,Toys - Educational,Toys,Educational,309.44,set,False,79
363,exploit revolutionary synergies,Wagner-James,Automotive - Parts,Automotive,Parts,336.7,qt,False,16
364,strategize out-of-the-box channels,"Williams,",Home - Bedroom,Home,Bedroom,60.23,set,False,89
365,synthesize cross-platform bandwidth,Davis,Clothing - Accessories,Clothing,Accessories,195.44,each,False,74
366,mesh user-centric eyeballs,Wilson-Williams,Sporting Goods - Water Sports,Sporting Goods,Water Sports,94.5,pair,False,69
367,enable rich niches,"Ward,",Clothing - Accessories,Clothing,Accessories,85.09,each,False,18
368,morph back-end deliverables,Graham-Martin,Clothing - Children,Clothing,Children,421.3,each,False,46
369,extend holistic eyeballs,"Farrell,",Grocery - Meat,Grocery,Meat,69.98,gal,True,72
370,streamline dynamic eyeballs,Hall,Health - Personal Care,Health,Personal Care,205.74,oz,False,54
371,syndicate back-end communities,"Mcdonald,",Beauty - Fragrance,Beauty,Fragrance,85.28,each,False,4
372,synthesize revolutionary systems,Zhang-Hoffman,Home - Bedroom,Home,Bedroom,18.27,each,False,69
373,target rich initiatives,"Camacho,",Garden - Tools,Garden,Tools,390.8,gal,False,96
374,cultivate front-end ROI,Brady,Beauty - Bath & Body,Beauty,Bath & Body,256.37,each,False,15
375,maximize killer applications,Fox,Garden - Decor,Garden,Decor,411.98,lb,False,70
376,reinvent next-generation partnerships,Tate,Grocery - Meat,Grocery,Meat,274.07,gal,True,14
377,transform open-source web-readiness,Maldonado-Becker,Home - Bedroom,Home,Bedroom,437.65,each,False,58
378,strategize out-of-the-box applications,Hood,Garden - Outdoor Furniture,Garden,Outdoor Furniture,431.37,each,False,57
379,utilize strategic bandwidth,"Keller,",Electronics - TVs,Electronics,TVs,106.51,each,False,91
380,expedite clicks-and-mortar supply-chains,Douglas,Automotive - Tools,Automotive,Tools,84.65,each,False,27
381,harness end-to-end e-tailers,Solis,Home - Kitchen,Home,Kitchen,285.89,set,False,77
382,harness leading-edge partnerships,"Crane,",Health - Medicine,Health,Medicine,163.17,each,False,38
383,reinvent web-enabled interfaces,Smith,Garden - Decor,Garden,Decor,135.13,gal,False,87
384,leverage integrated interfaces,Holland-Best,Electronics - TVs,Electronics,TVs,481.45,each,False,8
385,orchestrate 24/7 content,Owen-Fitzgerald,Garden - Tools,Garden,Tools,351.3,each,False,32
386,redefine extensible methodologies,"Anderson,",Clothing - Children,Clothing,Children,414.57,each,False,63
387,deliver 24/365 models,Mcclure-Alvarez,Clothing - Accessories,Clothing,Accessories,316.93,each,False,49
388,maximize cutting-edge infrastructures,Shepherd-Austin,Beauty - Makeup,Beauty,Makeup,317.54,oz,False,52
389,brand cutting-edge infrastructures,Palmer,Health - First Aid,Health,First Aid,347.95,oz,False,59
390,innovate magnetic experiences,"Reeves,",Beauty - Hair Care,Beauty,Hair Care,291.8,each,False,12
391,visualize strategic technologies,Kim-Solomon,Beauty - Hair Care,Beauty,Hair Care,425.34,each,False,51
392,syndicate seamless eyeballs,Sutton,Home - Living Room,Home,Living Room,412.76,set,False,35
393,e-enable interactive deliverables,Phillips-Williams,Toys - Dolls,Toys,Dolls,170.19,each,False,73
394,optimize revolutionary mindshare,Dixon,Beauty - Hair Care,Beauty,Hair Care,447.28,oz,False,6
395,transform plug-and-play web services,"Carroll,",Electronics - Audio,Electronics,Audio,10.1,each,False,57
396,evolve vertical initiatives,"Stanley,",Beauty - Makeup,Beauty,Makeup,495.93,ml,False,26
397,strategize revolutionary infrastructures,Mcdowell-Evans,Clothing - Children,Clothing,Children,81.16,each,False,12
398,benchmark ubiquitous web services,Hanson-Baker,Toys - Dolls,Toys,Dolls,43.04,each,False,7
399,redefine viral e-tailers,Miller,Sporting Goods - Team Sports,Sporting Goods,Team Sports,363.53,each,False,55
400,morph sticky e-commerce,"Smith,",Electronics - Computers,Electronics,Computers,2.53,each,False,10
401,visualize compelling bandwidth,"Sullivan,",Clothing - Accessories,Clothing,Accessories,114.63,each,False,2
402,drive holistic content,"Li,",Grocery - Bakery,Grocery,Bakery,408.91,gal,True,89
403,scale impactful content,Martinez,Clothing - Shoes,Clothing,Shoes,37.26,each,False,12
404,aggregate one-to-one web-readiness,"Waller,",Electronics - Computers,Electronics,Computers,158.04,each,False,18
405,visualize B2B experiences,Graham,Sporting Goods - Camping,Sporting Goods,Camping,321.49,pair,False,19
406,iterate dynamic infrastructures,Carrillo-Hernandez,Electronics - Gaming,Electronics,Gaming,282.51,each,False,57
407,brand vertical initiatives,Barrera,Toys - Puzzles,Toys,Puzzles,314.77,each,False,53
408,scale visionary models,Smith-Cole,Automotive - Tools,Automotive,Tools,430.25,each,False,13
409,incentivize 24/365 technologies,"Gallegos,",Clothing - Men,Clothing,Men,295.6,each,False,45
410,transform user-centric e-markets,Mclaughlin-Larson,Sporting Goods - Team Sports,Sporting Goods,Team Sports,395.95,each,False,36
411,engage distributed paradigms,Ross-Palmer,Electronics - TVs,Electronics,TVs,277.58,each,False,100
412,drive holistic e-services,"Brown,",Grocery - Bakery,Grocery,Bakery,104.3,lb,True,96
413,engage innovative niches,"Butler,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,323.78,each,False,64
414,visualize cross-media systems,"Graham,",Sporting Goods - Fitness,Sporting Goods,Fitness,122.05,pair,False,77
415,syndicate cross-media systems,Romero,Electronics - Gaming,Electronics,Gaming,444.57,each,False,47
416,redefine cross-platform metrics,"Sandoval,",Toys - Puzzles,Toys,Puzzles,194.64,set,False,47
417,unleash integrated e-markets,"Delgado,",Health - Medicine,Health,Medicine,381.83,count,False,3
418,iterate granular e-business,Campbell,Automotive - Parts,Automotive,Parts,8.86,each,False,6
419,evolve compelling channels,Gonzalez,Grocery - Meat,Grocery,Meat,254.28,gal,True,55
420,synthesize mission-critical e-markets,Torres-Clark,Sporting Goods - Fitness,Sporting Goods,Fitness,320.98,pair,False,79
421,streamline vertical convergence,Kelly-Moore,Clothing - Children,Clothing,Children,43.62,each,False,66
422,transition robust partnerships,Jordan-Williamson,Home - Bathroom,Home,Bathroom,269.11,set,False,76
423,embrace magnetic models,Chaney-Glover,Electronics - Phones,Electronics,Phones,349.93,each,False,8
424,revolutionize revolutionary schemas,Kemp-Castaneda,Home - Kitchen,Home,Kitchen,462.45,each,False,59
425,cultivate sticky markets,Lloyd-Estes,Automotive - Electronics,Automotive,Electronics,29.39,oz,False,95
426,engineer one-to-one platforms,"Lynch,",Clothing - Men,Clothing,Men,8.3,each,False,90
427,engage revolutionary mindshare,Jackson,Grocery - Produce,Grocery,Produce,249.2,count,True,67
428,cultivate best-of-breed relationships,Chandler,Health - First Aid,Health,First Aid,85.14,count,False,96
429,grow rich platforms,Holland,Garden - Plants,Garden,Plants,386.16,each,False,43
430,transition global initiatives,Gonzales,Sporting Goods - Team Sports,Sporting Goods,Team Sports,262.87,set,False,92
431,revolutionize clicks-and-mortar action-items,Peterson-Wagner,Automotive - Parts,Automotive,Parts,249.07,oz,False,47
432,evolve real-time relationships,"Fischer,",Grocery - Meat,Grocery,Meat,429.95,lb,True,48
433,orchestrate next-generation e-services,Pham,Clothing - Children,Clothing,Children,387.11,each,False,30
434,redefine transparent bandwidth,"Norton,",Health - Vitamins,Health,Vitamins,23.92,count,False,32
435,orchestrate value-added deliverables,Miller,Grocery - Meat,Grocery,Meat,183.25,lb,True,23
436,strategize frictionless e-commerce,Long,Grocery - Frozen,Grocery,Frozen,401.94,gal,False,29
437,repurpose B2C networks,Levine,Toys - Puzzles,Toys,Puzzles,209.29,set,False,35
438,exploit distributed e-markets,Blackwell-Haynes,Electronics - Gaming,Electronics,Gaming,187.65,each,False,23
439,cultivate seamless vortals,Smith-Ramirez,Home - Dining,Home,Dining,490.73,set,False,9
440,mesh B2B interfaces,Schneider-Clay,Beauty - Hair Care,Beauty,Hair Care,387.21,ml,False,42
441,re-intermediate visionary convergence,"Sullivan,",Electronics - Gaming,Electronics,Gaming,229.45,each,False,26
442,integrate open-source architectures,"Higgins,",Garden - Decor,Garden,Decor,392.67,gal,False,80
443,incubate front-end e-tailers,Hunt,Home - Living Room,Home,Living Room,185.39,set,False,99
444,mesh cross-platform functionalities,Johnson,Home - Dining,Home,Dining,380.71,each,False,20
445,benchmark back-end action-items,Barber-Benitez,Grocery - Meat,Grocery,Meat,13.9,count,True,82
446,embrace leading-edge relationships,Sims-Gomez,Grocery - Bakery,Grocery,Bakery,2.72,gal,True,95
447,streamline 24/7 systems,Armstrong-Smith,Garden - Plants,Garden,Plants,104.18,each,False,54
448,facilitate web-enabled applications,"Espinoza,",Beauty - Makeup,Beauty,Makeup,486.32,oz,False,92
449,iterate bleeding-edge convergence,Mitchell-Glover,Garden - Plants,Garden,Plants,23.85,each,False,67
450,unleash global architectures,"Mclaughlin,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,230.3,pair,False,11
451,aggregate bricks-and-clicks bandwidth,Thomas,Automotive - Parts,Automotive,Parts,253.69,oz,False,51
452,e-enable transparent infrastructures,Brown,Electronics - Gaming,Electronics,Gaming,284.76,each,False,85
453,syndicate killer systems,Wood,Clothing - Women,Clothing,Women,147.24,each,False,51
454,strategize impactful portals,"Porter,",Toys - Dolls,Toys,Dolls,227.46,each,False,10
455,re-contextualize holistic e-markets,Thomas,Home - Bathroom,Home,Bathroom,390.4,each,False,20
456,synthesize ubiquitous channels,"Palmer,",Electronics - TVs,Electronics,TVs,225.87,each,False,53
457,target collaborative paradigms,"Moore,",Electronics - Gaming,Electronics,Gaming,180.42,each,False,58
458,embrace transparent initiatives,Wood,Garden - Grills,Garden,Grills,133.96,each,False,12
459,integrate B2C initiatives,Torres-Brooks,Clothing - Children,Clothing,Children,413.53,each,False,28
460,envisioneer holistic web-readiness,Thomas,Toys - Puzzles,Toys,Puzzles,47.41,each,False,46
461,deploy scalable content,Lewis-Fuentes,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,26.37,set,False,34
462,synthesize clicks-and-mortar initiatives,"Bailey,",Clothing - Men,Clothing,Men,476.13,each,False,72
463,maximize extensible networks,Mccullough-Harrington,Health - Medicine,Health,Medicine,49.16,count,False,18
464,syndicate end-to-end channels,"Fields,",Electronics - Computers,Electronics,Computers,32.7,each,False,17
465,orchestrate world-class infrastructures,"Beck,",Home - Living Room,Home,Living Room,187.37,each,False,75
466,strategize cross-platform users,Rubio,Automotive - Oil & Fluids,Automotive,Oil & Fluids,458.87,each,False,3
467,extend efficient experiences,Cline,Electronics - TVs,Electronics,TVs,451.43,each,False,17
468,utilize extensible schemas,"Martinez,",Electronics - Phones,Electronics,Phones,63.01,each,False,7
469,re-intermediate scalable networks,"Lopez,",Clothing - Accessories,Clothing,Accessories,217.7,each,False,64
470,embrace viral web-readiness,Buchanan-Sanchez,Grocery - Meat,Grocery,Meat,342.23,lb,True,46
471,unleash visionary infrastructures,"Lawson,",Home - Bathroom,Home,Bathroom,138.93,set,False,20
472,cultivate vertical supply-chains,White-Johnson,Grocery - Frozen,Grocery,Frozen,310.34,lb,False,83
473,mesh turn-key architectures,Davis-Petty,Garden - Grills,Garden,Grills,207.16,gal,False,62
474,incubate frictionless technologies,White,Grocery - Dairy,Grocery,Dairy,141.32,lb,True,54
475,orchestrate extensible e-markets,"Jackson,",Home - Dining,Home,Dining,126.07,each,False,49
476,utilize leading-edge content,Garcia-Thomas,Toys - Educational,Toys,Educational,273.16,set,False,45
477,productize world-class portals,David-Lam,Automotive - Electronics,Automotive,Electronics,162.15,qt,False,24
478,streamline 24/365 action-items,"Willis,",Grocery - Bakery,Grocery,Bakery,299.35,oz,True,100
479,synergize one-to-one niches,Flores,Garden - Plants,Garden,Plants,404.7,lb,False,68
480,deploy innovative info-mediaries,Russell,Toys - Outdoor,Toys,Outdoor,499.79,each,False,13
481,redefine vertical niches,"Richmond,",Home - Bathroom,Home,Bathroom,134.72,each,False,98
482,engage end-to-end content,"Russell,",Home - Dining,Home,Dining,423.55,set,False,46
483,architect B2B relationships,"Galloway,",Clothing - Women,Clothing,Women,119.79,each,False,95
484,brand customized paradigms,Hess,Toys - Outdoor,Toys,Outdoor,16.04,set,False,73
485,envisioneer frictionless synergies,Mahoney,Automotive - Accessories,Automotive,Accessories,282.42,each,False,64
486,empower dot-com methodologies,Kidd-Kirby,Health - First Aid,Health,First Aid,89.42,count,False,12
487,architect front-end paradigms,Stevenson,Grocery - Produce,Grocery,Produce,301.62,oz,True,68
488,optimize seamless infrastructures,Hale-Rivas,Beauty - Makeup,Beauty,Makeup,167.19,each,False,26
489,drive efficient e-commerce,Bishop,Clothing - Children,Clothing,Children,359.02,each,False,8
490,matrix cross-platform functionalities,Petty-Zimmerman,Grocery - Produce,Grocery,Produce,294.12,lb,True,100
491,empower interactive web services,Peterson-Stevens,Electronics - Gaming,Electronics,Gaming,430.6,each,False,48
492,expedite open-source web-readiness,"Anderson,",Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,52.3,set,False,42
493,implement value-added methodologies,Gutierrez,Clothing - Women,Clothing,Women,366.7,each,False,82
494,unleash holistic interfaces,"Miller,",Beauty - Hair Care,Beauty,Hair Care,88.74,each,False,89
495,incubate proactive web services,Chambers-Gomez,Automotive - Oil & Fluids,Automotive,Oil & Fluids,113.16,oz,False,23
496,transition enterprise metrics,Hughes-Combs,Sporting Goods - Team Sports,Sporting Goods,Team Sports,367.52,set,False,17
497,exploit value-added initiatives,Wood-Lee,Clothing - Men,Clothing,Men,474.49,each,False,99
498,implement magnetic web-readiness,Becker-Fletcher,Automotive - Parts,Automotive,Parts,92.67,qt,False,79
499,aggregate e-business e-business,"Turner,",Home - Dining,Home,Dining,53.84,set,False,19
500,synthesize bricks-and-clicks paradigms,Vasquez-Padilla,Toys - Action Figures,Toys,Action Figures,120.51,set,False,22
501,expedite best-of-breed synergies,Joyce,Electronics - Phones,Electronics,Phones,224.41,each,False,27
502,strategize one-to-one niches,"Mason,",Home - Kitchen,Home,Kitchen,176.53,each,False,93
503,extend virtual partnerships,"Anderson,",Grocery - Dairy,Grocery,Dairy,194.19,gal,True,22
504,maximize bleeding-edge deliverables,"Casey,",Sporting Goods - Water Sports,Sporting Goods,Water Sports,441.11,set,False,70
505,scale dot-com methodologies,"Ware,",Sporting Goods - Fitness,Sporting Goods,Fitness,414.74,pair,False,84
506,innovate scalable vortals,Richard-Russell,Home - Bathroom,Home,Bathroom,226.73,each,False,38
507,embrace plug-and-play models,Holmes-Williams,Grocery - Bakery,Grocery,Bakery,132.03,oz,True,10
508,drive magnetic markets,Hull-Patel,Toys - Puzzles,Toys,Puzzles,444.18,each,False,94
509,harness clicks-and-mortar interfaces,Cook,Electronics - Gaming,Electronics,Gaming,471.02,each,False,44
510,exploit proactive e-services,"Coleman,",Automotive - Electronics,Automotive,Electronics,446.82,oz,False,4
511,leverage open-source content,Garrett,Sporting Goods - Camping,Sporting Goods,Camping,304.43,set,False,21
512,utilize compelling e-commerce,Watkins,Grocery - Dairy,Grocery,Dairy,166.88,lb,True,53
513,re-contextualize open-source portals,Rodriguez,Health - Wellness,Health,Wellness,134.09,oz,False,39
514,facilitate scalable supply-chains,"Bauer,",Home - Kitchen,Home,Kitchen,26.71,set,False,20
515,re-intermediate visionary platforms,"Griffin,",Grocery - Bakery,Grocery,Bakery,3.89,oz,True,38
516,redefine robust architectures,Wu-Steele,Automotive - Tools,Automotive,Tools,101.43,each,False,27
517,generate end-to-end markets,Brown-Bishop,Clothing - Children,Clothing,Children,488.56,each,False,15
518,brand innovative platforms,"Brown,",Garden - Grills,Garden,Grills,236.52,gal,False,34
519,strategize mission-critical e-business,Hall-Greene,Electronics - Gaming,Electronics,Gaming,194.98,each,False,49
520,repurpose value-added bandwidth,Marshall-Patterson,Toys - Puzzles,Toys,Puzzles,223.99,set,False,57
521,re-intermediate mission-critical supply-chains,"Pace,",Beauty - Hair Care,Beauty,Hair Care,114.66,ml,False,73
522,facilitate dynamic platforms,Smith,Grocery - Produce,Grocery,Produce,376.6,oz,True,11
523,optimize dynamic networks,Walsh,Toys - Outdoor,Toys,Outdoor,208.16,each,False,71
524,seize next-generation info-mediaries,"Oliver,",Grocery - Meat,Grocery,Meat,409.56,gal,True,69
525,integrate leading-edge channels,Silva-Palmer,Beauty - Bath & Body,Beauty,Bath & Body,441.05,ml,False,39
526,visualize synergistic content,"Mcclure,",Electronics - Audio,Electronics,Audio,451.57,each,False,65
527,monetize cross-platform technologies,Cordova-Holmes,Automotive - Electronics,Automotive,Electronics,400.61,oz,False,80
528,repurpose B2B markets,Hunter,Clothing - Men,Clothing,Men,474.72,each,False,23
529,iterate scalable e-commerce,Gonzalez-Gonzalez,Clothing - Women,Clothing,Women,404.6,each,False,6
530,redefine 24/365 partnerships,Lopez-Alvarez,Sporting Goods - Fitness,Sporting Goods,Fitness,494.15,set,False,26
531,scale plug-and-play metrics,"Rivera,",Clothing - Accessories,Clothing,Accessories,130.42,each,False,12
532,re-intermediate seamless e-markets,Martin-Gibson,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,199.87,set,False,36
533,generate revolutionary models,Mora,Health - Personal Care,Health,Personal Care,458.74,count,False,90
534,enhance bleeding-edge bandwidth,"Lewis,",Automotive - Electronics,Automotive,Electronics,262.23,qt,False,15
535,transition open-source architectures,Ross,Sporting Goods - Camping,Sporting Goods,Camping,75.79,pair,False,75
536,disintermediate value-added partnerships,Johnson-Wilson,Electronics - Computers,Electronics,Computers,282.21,each,False,37
537,envisioneer visionary solutions,"Willis,",Health - First Aid,Health,First Aid,439.18,oz,False,50
538,utilize 24/365 solutions,Thompson-Mcclure,Beauty - Bath & Body,Beauty,Bath & Body,305.25,oz,False,23
539,drive virtual supply-chains,"Sanchez,",Garden - Grills,Garden,Grills,73.63,gal,False,88
540,morph mission-critical web-readiness,"Taylor,",Sporting Goods - Fitness,Sporting Goods,Fitness,199.09,set,False,89
541,facilitate best-of-breed content,Allen-Pacheco,Home - Kitchen,Home,Kitchen,373.37,set,False,48
542,repurpose frictionless deliverables,"Keith,",Grocery - Bakery,Grocery,Bakery,409.05,count,True,40
543,orchestrate end-to-end solutions,Patel,Garden - Grills,Garden,Grills,429.39,gal,False,13
544,disintermediate turn-key metrics,Rowland-Sanchez,Home - Bathroom,Home,Bathroom,151.63,set,False,100
545,integrate dynamic users,Clarke-Murphy,Toys - Dolls,Toys,Dolls,364.93,each,False,25
546,streamline efficient channels,"Schmitt,",Beauty - Skincare,Beauty,Skincare,456.88,ml,False,95
547,evolve collaborative web services,"Brown,",Beauty - Bath & Body,Beauty,Bath & Body,433.85,oz,False,66
548,visualize out-of-the-box models,"Marshall,",Clothing - Men,Clothing,Men,156.93,each,False,18
549,scale compelling models,Adams-Morales,Health - Wellness,Health,Wellness,16.41,count,False,26
550,redefine robust e-tailers,Jacobson,Grocery - Produce,Grocery,Produce,18.46,oz,True,47
551,cultivate web-enabled interfaces,Torres,Home - Bedroom,Home,Bedroom,185.43,set,False,65
552,maximize granular relationships,Pierce-Taylor,Sporting Goods - Fitness,Sporting Goods,Fitness,341.21,each,False,48
553,evolve distributed systems,"Bell,",Beauty - Bath & Body,Beauty,Bath & Body,224.15,ml,False,76
554,re-intermediate cross-platform e-commerce,Mcdonald-Ortiz,Health - First Aid,Health,First Aid,173.43,oz,False,96
555,exploit rich vortals,Reyes-White,Electronics - Phones,Electronics,Phones,15.66,each,False,21
